Comment: 
Version: 2.3 [3.0.8263]
File Name: C:\Users\Algiz 8X\Desktop\230621_toma5\cavendish\PSR-1100f_SN22A44H3_00038.sed
Instrument: PSR-1100f_22A44H3
Detectors: 512,0,0
Measurement: REFLECTANCE
Date: 06/21/2023,06/21/2023
Time: 10:49:25.71,11:02:26.53
Temperature (C): 29.04,31.29
Battery Voltage: 8.27,8.22
Averages: 10,10
Integration: 23,100
Dark Mode: AUTO,AUTO
Foreoptic: FIBER1 {RADIANCE},FIBER1 {RADIANCE}
Radiometric Calibration: RADIANCE
Units: W/m^2/sr/nm
Wavelength Range: 320,1100
Latitude: n/a
Longitude: n/a
Altitude: n/a
UTC Time: n/a
Satellites: n/a
Calibrated Reference Correction File: Sticker
Channels: 781
Columns [2]:
Data:
Wvl	Reflect. %
490.0	1.3484
491.0	1.3423
492.0	1.1812
493.0	1.1583
494.0	1.2468
495.0	1.3059
496.0	1.2994
497.0	1.2519
498.0	1.3386
499.0	1.3815
500.0	1.3703
501.0	1.4674
502.0	1.5657
503.0	1.6216
504.0	1.6199
505.0	1.6231
506.0	1.6683
507.0	1.7346
508.0	1.8285
509.0	1.9534
510.0	2.0687
511.0	2.1797
512.0	2.2888
513.0	2.3996
514.0	2.5027
515.0	2.5794
516.0	2.7261
517.0	2.9098
518.0	3.0382
519.0	3.1456
520.0	3.2460
521.0	3.3743
522.0	3.4971
523.0	3.6124
524.0	3.7447
525.0	3.8695
526.0	3.9808
527.0	4.1019
528.0	4.1982
529.0	4.2628
530.0	4.4188
531.0	4.5444
532.0	4.5527
533.0	4.6530
534.0	4.7651
535.0	4.8189
536.0	4.8641
537.0	4.8960
538.0	4.8932
539.0	4.9589
540.0	5.0479
541.0	5.0244
542.0	5.0319
543.0	5.0806
544.0	5.1145
545.0	5.1406
546.0	5.1626
547.0	5.2276
548.0	5.2739
549.0	5.2666
550.0	5.3021
551.0	5.3326
552.0	5.3247
553.0	5.3405
554.0	5.3539
555.0	5.3266
556.0	5.3430
557.0	5.3789
558.0	5.3684
559.0	5.3242
560.0	5.2630
561.0	5.2647
562.0	5.2407
563.0	5.1690
564.0	5.1091
565.0	5.0677
566.0	5.0534
567.0	5.0027
568.0	4.9395
569.0	4.8841
570.0	4.8159
571.0	4.7364
572.0	4.6430
573.0	4.5711
574.0	4.5137
575.0	4.4411
576.0	4.3647
577.0	4.2886
578.0	4.2185
579.0	4.1871
580.0	4.2010
581.0	4.1490
582.0	4.0872
583.0	4.0540
584.0	3.9950
585.0	3.9273
586.0	3.8724
587.0	3.8324
588.0	3.8047
589.0	3.7828
590.0	3.7564
591.0	3.7245
592.0	3.6962
593.0	3.6836
594.0	3.6879
595.0	3.6420
596.0	3.5971
597.0	3.5899
598.0	3.5869
599.0	3.5783
600.0	3.5445
601.0	3.5042
602.0	3.4692
603.0	3.4753
604.0	3.4721
605.0	3.4443
606.0	3.4010
607.0	3.3696
608.0	3.3676
609.0	3.3485
610.0	3.3355
611.0	3.3587
612.0	3.2968
613.0	3.1959
614.0	3.1874
615.0	3.1723
616.0	3.1385
617.0	3.0908
618.0	3.0624
619.0	3.0638
620.0	3.0259
621.0	2.9841
622.0	2.9702
623.0	2.9640
624.0	2.9554
625.0	2.9229
626.0	2.9066
627.0	2.9075
628.0	2.8990
629.0	2.8905
630.0	2.8844
631.0	2.8911
632.0	2.9026
633.0	2.9143
634.0	2.8864
635.0	2.8370
636.0	2.7922
637.0	2.7625
638.0	2.7364
639.0	2.6479
640.0	2.5639
641.0	2.5033
642.0	2.4510
643.0	2.3940
644.0	2.3172
645.0	2.2176
646.0	2.1200
647.0	2.0695
648.0	2.0235
649.0	1.9806
650.0	1.9750
651.0	1.9602
652.0	1.9192
653.0	1.8939
654.0	1.8794
655.0	1.8759
656.0	1.8653
657.0	1.8508
658.0	1.8473
659.0	1.8429
660.0	1.8331
661.0	1.8036
662.0	1.7730
663.0	1.7523
664.0	1.6970
665.0	1.6307
666.0	1.5900
667.0	1.5819
668.0	1.5884
669.0	1.5445
670.0	1.5349
671.0	1.5797
672.0	1.5767
673.0	1.5614
674.0	1.5596
675.0	1.5864
676.0	1.6258
677.0	1.6392
678.0	1.6310
679.0	1.6101
680.0	1.6330
681.0	1.6606
682.0	1.6724
683.0	1.7234
684.0	1.7957
685.0	1.8619
686.0	1.9222
687.0	1.9886
688.0	2.1388
689.0	2.3298
690.0	2.5429
691.0	2.7576
692.0	3.0013
693.0	3.3013
694.0	3.6363
695.0	3.9920
696.0	4.3210
697.0	4.6874
698.0	5.1060
699.0	5.4901
700.0	5.8664
701.0	6.2576
702.0	6.6276
703.0	6.9780
704.0	7.3212
705.0	7.6349
706.0	7.9214
707.0	8.2147
708.0	8.4991
709.0	8.7682
710.0	9.0105
711.0	9.2362
712.0	9.4676
713.0	9.6584
714.0	9.8144
715.0	10.0135
716.0	10.2213
717.0	10.4242
718.0	10.6006
719.0	10.7618
720.0	10.9251
721.0	11.0892
722.0	11.2521
723.0	11.4027
724.0	11.5333
725.0	11.6373
726.0	11.7566
727.0	11.8787
728.0	11.9827
729.0	12.0853
730.0	12.1867
731.0	12.2733
732.0	12.3538
733.0	12.4324
734.0	12.5179
735.0	12.5984
736.0	12.6516
737.0	12.7012
738.0	12.7529
739.0	12.8236
740.0	12.8852
741.0	12.9213
742.0	12.9561
743.0	12.9884
744.0	13.0188
745.0	13.0301
746.0	13.0292
747.0	13.0807
748.0	13.1283
749.0	13.1417
750.0	13.1659
751.0	13.1925
752.0	13.2105
753.0	13.2075
754.0	13.1876
755.0	13.2057
756.0	13.2287
757.0	13.2267
758.0	13.2233
759.0	13.2242
760.0	13.2486
761.0	13.2604
762.0	13.2504
763.0	13.2599
764.0	13.2698
765.0	13.2629
766.0	13.2556
767.0	13.2491
768.0	13.2412
769.0	13.2474
770.0	13.2703
771.0	13.2597
772.0	13.2494
773.0	13.2848
774.0	13.3074
775.0	13.3089
776.0	13.2917
777.0	13.2718
778.0	13.2586
779.0	13.2603
780.0	13.2693
781.0	13.2720
782.0	13.2830
783.0	13.3021
784.0	13.3115
785.0	13.3151
786.0	13.3165
787.0	13.2986
788.0	13.2735
789.0	13.2858
790.0	13.2921
791.0	13.2821
792.0	13.2992
793.0	13.3145
794.0	13.2986
795.0	13.2919
796.0	13.2984
797.0	13.3154
798.0	13.3249
799.0	13.3148
800.0	13.3082
801.0	13.3110
802.0	13.3389
803.0	13.3552
804.0	13.3513
805.0	13.3470
806.0	13.3423
807.0	13.3394
808.0	13.3291
809.0	13.3188
810.0	13.3346
811.0	13.3510
812.0	13.3579
813.0	13.3715
814.0	13.3852
815.0	13.3890
816.0	13.3819
817.0	13.3661
818.0	13.3598
819.0	13.3604
820.0	13.3684
821.0	13.3796
822.0	13.3859
823.0	13.3552
824.0	13.3430
825.0	13.3757
826.0	13.3916
827.0	13.3930
828.0	13.3775
829.0	13.3716
830.0	13.3764
831.0	13.3605
832.0	13.3500
833.0	13.3734
834.0	13.3676
835.0	13.3455
836.0	13.3750
837.0	13.4024
838.0	13.4000
839.0	13.4003
840.0	13.4018
841.0	13.4052
842.0	13.4003
843.0	13.3842
844.0	13.3564
845.0	13.3409
846.0	13.3651
847.0	13.3891
848.0	13.4049
849.0	13.3807
850.0	13.3806
851.0	13.4449
852.0	13.4607
853.0	13.4400
854.0	13.4317
855.0	13.4126
856.0	13.3784
857.0	13.3564
858.0	13.3456
859.0	13.3426
860.0	13.3683
861.0	13.4190
862.0	13.4469
863.0	13.4509
864.0	13.4196
865.0	13.4147
866.0	13.4262
867.0	13.3969
868.0	13.3777
869.0	13.3975
870.0	13.3807
871.0	13.3453
872.0	13.3561
873.0	13.3785
874.0	13.4035
875.0	13.3998
876.0	13.3914
877.0	13.4244
878.0	13.4407
879.0	13.4284
880.0	13.4284
881.0	13.4271
882.0	13.4107
883.0	13.4152
884.0	13.4380
885.0	13.4370
886.0	13.4173
887.0	13.3741
888.0	13.3301
889.0	13.2961
890.0	13.3181
891.0	13.3457
892.0	13.3510
893.0	13.3508
894.0	13.3492
895.0	13.3588
896.0	13.3749
897.0	13.3957
898.0	13.3818
899.0	13.3563
900.0	13.3596
901.0	13.3591
902.0	13.3490
903.0	13.3484
904.0	13.3394
905.0	13.2883
906.0	13.2775
907.0	13.3107
908.0	13.3187
909.0	13.3094
910.0	13.2813
911.0	13.2528
912.0	13.2330
913.0	13.2681
914.0	13.3058
915.0	13.3085
916.0	13.2986
917.0	13.2816
918.0	13.2740
919.0	13.2749
920.0	13.2866
921.0	13.2825
922.0	13.2638
923.0	13.2335
924.0	13.2072
925.0	13.1943
926.0	13.2004
927.0	13.2163
928.0	13.2170
929.0	13.1904
930.0	13.1247
931.0	13.1123
932.0	13.1297
933.0	13.1353
934.0	13.1346
935.0	13.1268
936.0	13.1158
937.0	13.0948
938.0	13.0370
939.0	13.0069
940.0	13.0229
941.0	13.0176
942.0	13.0013
943.0	12.9954
944.0	12.9583
945.0	12.8809
946.0	12.8860
947.0	12.9308
948.0	12.9565
949.0	12.9468
950.0	12.8942
951.0	12.7979
952.0	12.7116
953.0	12.7443
954.0	12.7585
955.0	12.7255
956.0	12.7494
957.0	12.7872
958.0	12.7708
959.0	12.7332
960.0	12.6798
961.0	12.6361
962.0	12.6081
963.0	12.6123
964.0	12.6154
965.0	12.6096
966.0	12.6031
967.0	12.5856
968.0	12.5280
969.0	12.5113
970.0	12.5538
971.0	12.5437
972.0	12.5143
973.0	12.5357
974.0	12.5352
975.0	12.4947
976.0	12.4937
977.0	12.5095
978.0	12.4958
979.0	12.4941
980.0	12.5147
981.0	12.5205
982.0	12.5159
983.0	12.5037
984.0	12.4944
985.0	12.4949
986.0	12.4434
987.0	12.3881
988.0	12.4581
989.0	12.4841
990.0	12.3849
991.0	12.3917
992.0	12.4801
993.0	12.5509
994.0	12.5663
995.0	12.4884
996.0	12.4493
997.0	12.4392
998.0	12.3976
999.0	12.3880
1000.0	12.4654
1001.0	12.5298
1002.0	12.5718
1003.0	12.6122
1004.0	12.6165
1005.0	12.5407
1006.0	12.5005
1007.0	12.5001
1008.0	12.4413
1009.0	12.4204
1010.0	12.5974
1011.0	12.6764
1012.0	12.5905
1013.0	12.5071
1014.0	12.4405
1015.0	12.4493
1016.0	12.4880
1017.0	12.5410
1018.0	12.4945
1019.0	12.4090
1020.0	12.4122
1021.0	12.4281
1022.0	12.4326
1023.0	12.4306
1024.0	12.4421
1025.0	12.5727
1026.0	12.6864
1027.0	12.6797
1028.0	12.6366
1029.0	12.5675
1030.0	12.4913
1031.0	12.4321
1032.0	12.4261
1033.0	12.4719
1034.0	12.5683
1035.0	12.5622
1036.0	12.5084
1037.0	12.5107
1038.0	12.5239
1039.0	12.5339
1040.0	12.6083
1041.0	12.7046
1042.0	12.6189
1043.0	12.5381
1044.0	12.6049
1045.0	12.6374
1046.0	12.6085
1047.0	12.3748
1048.0	12.2184
1049.0	12.6135
1050.0	12.7495
1051.0	12.4503
1052.0	12.4359
1053.0	12.5779
1054.0	12.7044
1055.0	12.7429
1056.0	12.6247
1057.0	12.6580
1058.0	12.7925
1059.0	12.8012
1060.0	12.7683
1061.0	12.7075
1062.0	12.8241
1063.0	13.0862
1064.0	13.0335
1065.0	12.7292
1066.0	12.0151
1067.0	11.5291
1068.0	11.5833
1069.0	11.9800
1070.0	12.5572
1071.0	12.6279
1072.0	12.6447
1073.0	12.9076
1074.0	13.1029
1075.0	13.1642
1076.0	12.6802
1077.0	12.1123
1078.0	12.2473
1079.0	12.4291
1080.0	12.4123
1081.0	12.4566
1082.0	12.5379
1083.0	12.5474
1084.0	12.5107
1085.0	12.4225
1086.0	12.3727
1087.0	12.3767
1088.0	12.1476
1089.0	11.9471
1090.0	12.5758
1091.0	12.6491
1092.0	11.4195
1093.0	11.2507
1094.0	12.1669
1095.0	12.7001
1096.0	12.7589
1097.0	11.7507
1098.0	11.1180
1099.0	11.1947
1100.0	11.8256
