Comment: 
Version: 2.3 [3.0.8263]
File Name: C:\Users\Algiz 8X\Desktop\230621_toma5\cavendish\PSR-1100f_SN22A44H3_00039.sed
Instrument: PSR-1100f_22A44H3
Detectors: 512,0,0
Measurement: REFLECTANCE
Date: 06/21/2023,06/21/2023
Time: 10:49:25.71,11:02:34.09
Temperature (C): 29.04,31.29
Battery Voltage: 8.27,8.19
Averages: 10,10
Integration: 23,100
Dark Mode: AUTO,AUTO
Foreoptic: FIBER1 {RADIANCE},FIBER1 {RADIANCE}
Radiometric Calibration: RADIANCE
Units: W/m^2/sr/nm
Wavelength Range: 320,1100
Latitude: n/a
Longitude: n/a
Altitude: n/a
UTC Time: n/a
Satellites: n/a
Calibrated Reference Correction File: Sticker
Channels: 781
Columns [2]:
Data:
Wvl	Reflect. %
728.0	11.5701
729.0	11.6841
730.0	11.7694
731.0	11.8223
732.0	11.8813
733.0	11.9709
734.0	12.0489
735.0	12.1190
736.0	12.1880
737.0	12.2414
738.0	12.2805
739.0	12.3289
740.0	12.3803
741.0	12.4334
742.0	12.4608
743.0	12.4812
744.0	12.5328
745.0	12.5529
746.0	12.5437
747.0	12.5799
748.0	12.6118
749.0	12.6141
750.0	12.6403
751.0	12.6696
752.0	12.6653
753.0	12.6577
754.0	12.6527
755.0	12.6691
756.0	12.6897
757.0	12.6988
758.0	12.7037
759.0	12.7047
760.0	12.6987
761.0	12.7059
762.0	12.7298
763.0	12.7022
764.0	12.6708
765.0	12.6789
766.0	12.7069
767.0	12.7390
768.0	12.7249
769.0	12.7134
770.0	12.7170
771.0	12.6989
772.0	12.6893
773.0	12.7365
774.0	12.7494
775.0	12.7210
776.0	12.6937
777.0	12.6820
778.0	12.6990
779.0	12.7154
780.0	12.7280
781.0	12.7303
782.0	12.7202
783.0	12.7004
784.0	12.6946
785.0	12.6989
786.0	12.7126
787.0	12.7231
788.0	12.7277
789.0	12.7182
790.0	12.7129
791.0	12.7174
792.0	12.7267
793.0	12.7323
794.0	12.7233
795.0	12.7205
796.0	12.7228
797.0	12.7034
798.0	12.6985
799.0	12.7302
800.0	12.7195
801.0	12.6952
802.0	12.7063
803.0	12.7131
804.0	12.7081
805.0	12.7038
806.0	12.7062
807.0	12.7250
808.0	12.7270
809.0	12.7143
810.0	12.6937
811.0	12.6861
812.0	12.7036
813.0	12.7220
814.0	12.7321
815.0	12.7115
816.0	12.7041
817.0	12.7139
818.0	12.7191
819.0	12.7254
820.0	12.7366
821.0	12.7449
822.0	12.7508
823.0	12.7592
824.0	12.7609
825.0	12.7510
826.0	12.7251
827.0	12.6998
828.0	12.7049
829.0	12.7196
830.0	12.7385
831.0	12.7458
832.0	12.7359
833.0	12.6957
834.0	12.6850
835.0	12.6937
836.0	12.6632
837.0	12.6577
838.0	12.7138
839.0	12.7341
840.0	12.7302
841.0	12.7159
842.0	12.7032
843.0	12.6966
844.0	12.6998
845.0	12.7033
846.0	12.6979
847.0	12.6843
848.0	12.6643
849.0	12.6456
850.0	12.6446
851.0	12.6736
852.0	12.6884
853.0	12.6901
854.0	12.6832
855.0	12.6840
856.0	12.6973
857.0	12.6976
858.0	12.6833
859.0	12.6392
860.0	12.6458
861.0	12.7023
862.0	12.7014
863.0	12.6780
864.0	12.6553
865.0	12.6475
866.0	12.6484
867.0	12.6259
868.0	12.6153
869.0	12.6361
870.0	12.6564
871.0	12.6682
872.0	12.6428
873.0	12.6270
874.0	12.6342
875.0	12.6246
876.0	12.6117
877.0	12.6204
878.0	12.6139
879.0	12.5856
880.0	12.5923
881.0	12.6012
882.0	12.5820
883.0	12.5588
884.0	12.5429
885.0	12.5978
886.0	12.6473
887.0	12.6324
888.0	12.6123
889.0	12.5919
890.0	12.5739
891.0	12.5788
892.0	12.6224
893.0	12.6270
894.0	12.6026
895.0	12.5886
896.0	12.5704
897.0	12.5456
898.0	12.5342
899.0	12.5366
900.0	12.5603
901.0	12.5689
902.0	12.5532
903.0	12.5304
904.0	12.5134
905.0	12.5269
906.0	12.5308
907.0	12.5224
908.0	12.5354
909.0	12.5359
910.0	12.4860
911.0	12.4586
912.0	12.4595
913.0	12.4689
914.0	12.4883
915.0	12.5243
916.0	12.5078
917.0	12.4514
918.0	12.4077
919.0	12.3815
920.0	12.3808
921.0	12.3939
922.0	12.4164
923.0	12.4374
924.0	12.4317
925.0	12.3798
926.0	12.3595
927.0	12.3591
928.0	12.3219
929.0	12.3307
930.0	12.4280
931.0	12.4185
932.0	12.3528
933.0	12.3215
934.0	12.3086
935.0	12.3132
936.0	12.2930
937.0	12.2640
938.0	12.2572
939.0	12.2583
940.0	12.2643
941.0	12.2972
942.0	12.3181
943.0	12.2189
944.0	12.1422
945.0	12.1295
946.0	12.1573
947.0	12.1778
948.0	12.0950
949.0	12.0154
950.0	11.9624
951.0	11.9669
952.0	12.0026
953.0	12.0359
954.0	12.0224
955.0	11.9497
956.0	11.8872
957.0	11.8508
958.0	11.8822
959.0	11.9106
960.0	11.9193
961.0	11.9043
962.0	11.8787
963.0	11.8650
964.0	11.8522
965.0	11.8394
966.0	11.8535
967.0	11.8738
968.0	11.8681
969.0	11.8402
970.0	11.7903
971.0	11.7848
972.0	11.7876
973.0	11.7053
974.0	11.6684
975.0	11.7125
976.0	11.7372
977.0	11.7462
978.0	11.7238
979.0	11.7363
980.0	11.8022
981.0	11.8158
982.0	11.7874
983.0	11.7086
984.0	11.6628
985.0	11.6951
986.0	11.6811
987.0	11.6541
988.0	11.6929
989.0	11.7099
990.0	11.6672
991.0	11.6184
992.0	11.5786
993.0	11.6118
994.0	11.6684
995.0	11.7239
996.0	11.7789
997.0	11.8278
998.0	11.8495
999.0	11.8513
1000.0	11.8402
1001.0	11.7694
1002.0	11.6532
1003.0	11.6764
1004.0	11.7180
1005.0	11.6550
1006.0	11.6916
1007.0	11.8223
1008.0	11.8001
1009.0	11.7445
1010.0	11.7926
1011.0	11.8041
1012.0	11.7535
1013.0	11.8560
1014.0	11.9740
1015.0	11.7492
1016.0	11.6686
1017.0	11.8645
1018.0	11.8781
1019.0	11.7938
1020.0	11.7416
1021.0	11.6911
1022.0	11.6373
1023.0	11.6324
1024.0	11.6797
1025.0	11.8200
1026.0	11.9197
1027.0	11.8609
1028.0	11.7759
1029.0	11.6933
1030.0	11.7661
1031.0	11.8611
1032.0	11.8169
1033.0	11.7260
1034.0	11.6084
1035.0	11.7357
1036.0	11.9370
1037.0	11.8056
1038.0	11.7489
1039.0	11.9422
1040.0	12.0386
1041.0	12.0300
1042.0	11.8788
1043.0	11.7201
1044.0	11.6574
1045.0	11.6750
1046.0	11.7486
1047.0	11.6300
1048.0	11.5003
1049.0	11.6019
1050.0	11.6249
1051.0	11.5076
1052.0	11.6502
1053.0	11.8323
1054.0	11.4986
1055.0	11.3253
1056.0	11.6203
1057.0	11.7045
1058.0	11.6312
1059.0	11.6423
1060.0	11.7440
1061.0	12.0073
1062.0	12.1464
1063.0	12.1506
1064.0	12.2407
1065.0	12.3004
1066.0	12.1277
1067.0	11.9663
1068.0	11.9207
1069.0	11.8485
1070.0	11.7713
1071.0	11.8510
1072.0	11.7771
1073.0	11.1994
1074.0	11.1748
1075.0	11.7088
1076.0	11.7848
1077.0	11.7452
1078.0	12.0237
1079.0	12.1986
1080.0	12.0934
1081.0	12.0709
1082.0	12.0788
1083.0	11.8202
1084.0	11.6313
1085.0	11.8132
1086.0	11.7903
1087.0	11.4601
1088.0	11.2045
1089.0	11.1019
1090.0	11.5654
1091.0	11.6038
1092.0	10.6547
1093.0	10.5795
1094.0	11.3763
1095.0	11.5635
1096.0	11.6038
1097.0	11.9584
1098.0	12.0801
1099.0	11.8555
1100.0	11.7191
